date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_speed_10m_mean,wind_gusts_10m_max
2024-05-17,24.3,16.5,18.9,17.2,0.0,0.0,28.7,21.1,53.6
2024-05-18,20.5,16.7,18.3,17.1,0.1,0.1,24.0,21.0,46.4
2024-05-19,20.5,16.0,18.0,17.0,0.0,0.0,26.0,21.0,50.4
2024-05-20,20.5,15.2,17.6,17.9,0.2,0.2,23.2,11.9,45.0
2024-05-21,20.1,15.2,17.4,17.4,0.1,0.1,20.1,14.3,39.6
2024-05-22,19.9,16.2,17.6,17.3,0.0,0.0,21.7,16.3,43.6
2024-05-23,21.0,16.0,18.2,18.2,0.0,0.0,20.0,15.4,40.0
2024-05-24,19.4,15.3,17.3,17.5,0.0,0.0,21.8,13.6,42.8
2024-05-25,19.2,15.9,17.0,16.1,0.5,0.5,26.4,18.9,48.6
2024-05-26,26.1,15.2,19.5,19.1,11.3,11.3,27.4,15.4,50.0
2024-05-27,26.1,12.9,18.3,17.7,0.0,0.0,20.2,9.9,39.2
2024-05-28,25.8,12.4,19.3,18.4,0.0,0.0,21.6,11.5,40.7
2024-05-29,22.4,15.1,19.1,18.3,0.0,0.0,23.2,15.8,43.9
2024-05-30,20.6,17.5,18.9,18.5,0.5,0.5,21.9,18.0,39.2
2024-05-31,28.8,17.1,21.3,20.4,0.0,0.0,30.7,17.3,56.5
2024-06-01,25.0,15.7,20.5,18.5,0.0,0.0,29.4,14.3,52.2
2024-06-02,26.0,17.8,22.1,21.4,0.0,0.0,21.3,11.3,38.9
2024-06-03,28.5,16.5,22.0,20.8,0.0,0.0,25.2,14.8,48.2
2024-06-04,23.0,14.9,19.7,19.1,0.0,0.0,17.7,11.6,36.7
2024-06-05,21.8,17.4,19.2,19.4,0.0,0.0,19.6,15.4,38.2
2024-06-06,22.3,17.6,19.6,19.9,0.0,0.0,20.5,16.1,41.8
2024-06-07,22.2,17.1,19.4,19.4,0.6,0.6,20.6,17.1,41.0
2024-06-08,26.2,18.5,22.1,23.2,0.0,0.0,23.0,13.7,42.1
2024-06-09,27.9,19.6,23.6,24.6,0.0,0.0,20.9,14.0,40.7
2024-06-10,29.3,21.4,25.3,26.9,0.0,0.0,19.8,11.6,36.7
2024-06-11,27.0,20.4,23.7,24.2,0.0,0.0,28.5,19.0,53.6
2024-06-12,25.0,20.1,22.1,23.2,0.0,0.0,23.9,20.0,47.9
2024-06-13,24.3,19.9,21.9,22.8,0.0,0.0,25.3,20.6,49.3
2024-06-14,23.2,20.8,21.5,22.5,8.4,8.4,28.2,19.4,56.5
2024-06-15,27.1,20.1,22.7,25.4,3.3,3.3,20.0,10.2,39.2
2024-06-16,27.9,19.5,21.9,24.3,0.0,0.0,19.1,10.0,39.2
2024-06-17,26.0,18.5,22.5,24.4,0.0,0.0,19.6,12.9,38.9
2024-06-18,28.0,19.2,23.6,24.2,0.0,0.0,20.9,14.7,40.7
2024-06-19,24.9,20.2,22.6,23.2,0.1,0.1,26.6,18.7,49.0
2024-06-20,27.6,21.4,23.9,26.3,0.6,0.6,17.3,12.4,34.6
2024-06-21,25.3,21.8,23.3,26.2,4.6,4.6,18.1,13.3,34.2
2024-06-22,32.0,22.3,25.6,28.3,15.6,15.6,23.2,13.4,41.0
2024-06-23,28.6,23.4,25.9,29.4,1.3,1.3,17.3,9.4,36.4
2024-06-24,29.5,20.4,24.1,24.5,0.0,0.0,20.1,14.1,40.7
2024-06-25,26.5,18.8,23.0,24.4,0.0,0.0,22.3,12.9,43.6
2024-06-26,26.2,18.4,22.7,24.5,0.0,0.0,21.0,13.6,41.8
2024-06-27,26.8,19.4,23.1,24.8,0.0,0.0,21.0,12.5,42.1
2024-06-28,25.9,19.0,22.9,25.1,0.0,0.0,22.2,14.7,45.0
2024-06-29,27.5,22.0,24.0,26.8,7.9,7.9,21.2,15.0,41.0
2024-06-30,28.1,21.9,24.4,27.4,0.3,0.3,19.1,11.4,39.6
2024-07-01,27.1,22.1,24.4,27.6,0.0,0.0,20.0,13.7,38.9
2024-07-02,25.5,21.3,23.4,23.9,65.9,65.9,40.6,27.2,73.8
2024-07-03,26.5,20.8,23.8,26.3,0.0,0.0,20.1,12.7,39.6
2024-07-04,26.7,22.6,24.2,26.9,18.2,18.2,38.0,15.9,65.5
2024-07-05,26.5,20.1,24.0,27.1,2.7,2.7,32.4,15.3,51.8
2024-07-06,29.7,24.2,26.4,29.2,24.7,24.7,36.7,19.2,60.5
2024-07-07,25.9,22.8,24.4,28.6,31.9,31.9,18.0,10.3,32.0
2024-07-08,28.8,22.8,25.1,29.7,47.1,47.1,11.0,6.0,23.0
2024-07-09,25.5,22.9,24.1,28.1,60.4,60.4,23.6,9.3,42.1
2024-07-10,29.8,21.1,25.1,26.7,0.0,0.0,19.6,14.0,37.1
2024-07-11,28.0,19.8,23.5,25.7,0.0,0.0,15.5,8.1,30.6
2024-07-12,26.1,20.5,23.8,27.4,0.0,0.0,15.6,10.5,32.0
2024-07-13,26.4,22.4,24.3,27.2,0.0,0.0,19.3,13.3,38.2
2024-07-14,27.5,22.3,25.2,29.4,0.9,0.9,12.9,7.9,26.3
2024-07-15,27.2,22.4,24.9,29.3,0.9,0.9,17.1,9.7,34.6
2024-07-16,26.1,23.2,24.6,27.9,16.4,16.4,27.9,17.4,50.4
2024-07-17,26.4,24.2,25.2,29.0,16.5,16.5,26.1,16.6,46.4
2024-07-18,31.5,24.0,26.9,31.2,0.7,0.7,22.7,16.3,40.0
2024-07-19,28.2,24.9,26.3,30.3,0.6,0.6,23.7,16.5,50.4
2024-07-20,29.0,23.6,25.8,29.5,41.6,41.6,28.4,16.9,63.7
2024-07-21,28.2,24.9,26.5,30.5,4.0,4.0,23.1,18.0,40.3
2024-07-22,29.5,24.8,26.6,30.8,52.6,52.6,30.2,17.2,51.1
2024-07-23,28.1,24.5,26.1,30.7,61.7,61.7,27.6,14.0,56.2
2024-07-24,29.0,25.4,26.8,31.7,0.0,0.0,22.1,16.6,38.5
2024-07-25,28.5,25.6,26.9,30.5,0.0,0.0,25.3,22.2,47.2
2024-07-26,28.9,25.8,27.1,31.2,5.2,5.2,24.8,21.1,45.4
2024-07-27,29.0,25.7,27.3,29.9,31.0,31.0,38.3,30.0,69.8
2024-07-28,29.8,27.2,28.1,31.8,0.5,0.5,32.4,23.7,53.6
2024-07-29,29.8,26.6,28.0,33.1,0.0,0.0,23.1,15.8,37.8
2024-07-30,30.9,26.7,28.4,33.9,0.0,0.0,22.2,15.4,36.7
2024-07-31,30.5,27.3,28.9,34.0,0.1,0.1,22.7,19.7,40.3
2024-08-01,30.9,27.0,29.2,34.4,13.3,13.3,20.4,16.0,36.4
2024-08-02,30.8,27.1,28.9,35.0,1.5,1.5,20.4,13.0,39.6
2024-08-03,30.1,26.9,28.4,34.2,1.0,1.0,19.4,14.0,36.7
2024-08-04,31.8,26.6,29.2,35.1,1.2,1.2,24.3,16.4,47.9
2024-08-05,31.6,26.6,28.7,34.6,2.0,2.0,21.7,12.4,37.4
2024-08-06,29.9,25.2,27.5,33.2,16.9,16.9,15.3,8.4,29.9
2024-08-07,30.0,25.0,27.7,33.9,2.2,2.2,14.2,7.4,29.2
2024-08-08,29.2,24.9,27.1,32.9,14.0,14.0,11.2,7.1,24.8
2024-08-09,29.8,24.5,27.8,33.5,0.0,0.0,17.4,10.4,31.7
2024-08-10,30.6,27.9,29.3,34.3,0.0,0.0,23.4,19.5,41.0
2024-08-11,31.3,28.0,29.6,34.9,0.0,0.0,27.0,19.2,50.0
2024-08-12,32.0,25.8,28.9,35.1,0.0,0.0,16.3,8.2,31.7
2024-08-13,31.4,25.6,28.6,35.5,1.9,1.9,13.5,6.5,29.2
2024-08-14,29.2,25.8,27.3,33.4,2.3,2.3,13.8,7.1,26.3
2024-08-15,30.8,24.8,27.6,33.4,0.1,0.1,12.4,7.3,25.6
2024-08-16,30.0,24.5,27.4,33.7,0.5,0.5,12.0,5.4,28.4
2024-08-17,30.5,25.2,28.2,34.0,0.0,0.0,15.1,7.4,31.3
2024-08-18,30.3,25.4,28.5,33.8,0.1,0.1,16.7,10.5,31.7
2024-08-19,29.4,26.2,28.2,32.5,2.2,2.2,19.0,15.6,37.8
2024-08-20,28.7,25.6,26.9,31.6,63.8,63.8,20.0,13.9,37.4
2024-08-21,30.5,25.4,28.0,34.1,38.6,38.6,9.4,5.4,23.0
2024-08-22,31.3,24.8,27.7,33.2,5.1,5.1,15.8,9.1,34.9
2024-08-23,32.4,25.7,28.7,35.1,0.0,0.0,11.8,5.6,25.2
2024-08-24,31.6,26.0,28.2,34.9,9.2,9.2,15.0,6.7,34.6
2024-08-25,30.9,25.6,28.2,34.6,0.3,0.3,12.5,7.4,25.6
2024-08-26,29.6,26.5,28.1,31.9,10.8,10.8,32.9,18.8,54.4
2024-08-27,27.6,24.9,26.2,27.1,74.9,74.9,41.6,29.2,70.6
2024-08-28,30.9,22.6,26.8,30.1,0.0,0.0,17.6,11.0,30.6
2024-08-29,29.8,22.6,25.8,30.3,0.0,0.0,13.4,8.9,27.7
2024-08-30,31.5,22.7,26.8,31.6,0.0,0.0,12.5,6.8,21.2
2024-08-31,29.2,23.1,26.3,30.9,0.0,0.0,17.1,8.9,33.1
2024-09-01,30.0,25.9,27.6,32.7,10.9,10.9,22.3,13.3,36.4
2024-09-02,27.4,20.5,24.8,25.2,0.0,0.0,24.5,19.2,44.3
2024-09-03,27.9,19.2,23.6,25.6,0.0,0.0,14.8,9.5,28.4
2024-09-04,27.5,21.5,25.1,28.1,0.0,0.0,18.1,10.0,35.6
2024-09-05,29.0,23.2,26.2,29.2,1.7,1.7,26.6,15.3,47.2
2024-09-06,27.9,21.4,24.2,25.3,0.0,0.0,19.7,11.9,34.6
2024-09-07,27.0,20.1,23.5,26.1,0.0,0.0,9.7,6.3,19.8
2024-09-08,27.9,21.4,25.3,28.5,0.0,0.0,15.7,7.6,31.0
2024-09-09,28.2,24.5,26.3,29.5,0.0,0.0,17.1,13.2,32.8
2024-09-10,29.4,24.1,26.7,31.6,0.0,0.0,18.0,9.0,36.4
2024-09-11,30.3,23.8,26.7,30.7,0.7,0.7,14.8,10.1,30.2
2024-09-12,29.1,23.3,26.3,30.2,10.1,10.1,17.8,12.4,33.5
2024-09-13,28.8,24.9,26.6,32.3,3.9,3.9,12.1,6.2,27.0
2024-09-14,26.8,20.7,24.7,26.9,8.7,8.7,24.6,15.4,45.4
2024-09-15,25.9,18.8,22.1,21.5,0.0,0.0,24.2,19.3,44.6
2024-09-16,29.6,19.0,24.2,26.3,2.5,2.5,18.1,10.9,32.4
2024-09-17,29.7,25.8,27.4,32.4,0.6,0.6,17.3,12.0,29.5
2024-09-18,28.5,24.9,26.8,31.8,3.7,3.7,15.0,11.3,27.4
2024-09-19,30.0,25.2,27.5,32.9,0.8,0.8,14.2,10.3,25.9
2024-09-20,29.8,20.5,26.3,29.9,7.7,7.7,35.9,16.0,61.6
2024-09-21,22.5,17.2,19.6,14.9,0.1,0.1,42.5,36.6,76.0
2024-09-22,22.3,15.4,18.4,14.6,0.0,0.0,29.2,25.0,53.6
2024-09-23,23.6,13.9,18.7,18.0,0.0,0.0,16.3,10.7,32.8
2024-09-24,25.0,17.2,21.3,22.8,0.4,0.4,9.4,6.4,18.7
2024-09-25,26.6,19.0,22.8,24.8,0.0,0.0,12.0,6.9,25.2
2024-09-26,26.8,18.2,22.2,22.9,0.0,0.0,15.9,11.9,32.0
2024-09-27,25.5,17.7,21.8,22.1,0.0,0.0,11.7,8.7,24.1
2024-09-28,25.4,19.2,22.5,23.7,0.0,0.0,17.0,10.4,29.2
2024-09-29,26.6,22.5,24.5,25.9,0.4,0.4,22.1,17.5,41.8
2024-09-30,24.8,17.6,22.9,24.8,2.8,2.8,34.6,15.2,60.1
2024-10-01,20.7,15.5,17.7,13.7,1.4,1.4,34.4,26.8,59.4
2024-10-02,20.3,12.1,16.0,12.4,0.0,0.0,23.1,17.0,38.9
2024-10-03,21.6,11.9,16.5,14.4,0.0,0.0,16.4,10.9,33.5
2024-10-04,21.6,12.5,17.1,16.2,0.0,0.0,10.7,7.3,23.8
2024-10-05,22.6,15.8,19.1,18.9,0.0,0.0,16.8,8.1,32.8
2024-10-06,21.7,17.2,19.3,19.1,0.3,0.3,15.2,7.5,26.6
2024-10-07,20.8,13.8,17.6,15.1,0.0,0.0,26.6,20.1,49.3
2024-10-08,22.2,11.4,16.4,14.2,0.0,0.0,17.1,13.3,33.1
2024-10-09,21.8,12.8,18.1,16.6,0.0,0.0,18.4,9.0,31.3
2024-10-10,23.8,15.6,19.0,17.5,0.2,0.2,21.8,14.5,39.2
2024-10-11,21.9,12.6,17.8,17.3,0.0,0.0,11.0,8.3,23.4
2024-10-12,23.2,18.5,20.8,20.9,0.7,0.7,17.1,12.5,33.8
2024-10-13,22.6,18.4,20.5,20.0,8.9,8.9,21.3,14.9,35.3
2024-10-14,23.6,17.1,20.1,21.0,5.5,5.5,24.7,11.0,41.8
2024-10-15,25.0,15.8,19.4,19.7,0.0,0.0,19.2,9.8,31.7
2024-10-16,20.7,13.4,17.2,16.6,0.0,0.0,12.5,7.9,25.2
2024-10-17,22.4,15.4,19.4,19.0,8.9,8.9,25.5,15.9,47.5
2024-10-18,21.4,15.4,19.6,19.7,60.5,60.5,39.5,19.5,67.0
2024-10-19,14.2,7.4,10.2,2.9,0.0,0.0,46.0,37.0,80.3
2024-10-20,15.6,6.6,11.2,7.8,3.0,3.0,22.1,15.9,43.9
2024-10-21,16.2,11.7,14.1,12.3,4.3,4.3,21.0,12.3,36.7
2024-10-22,14.8,11.4,13.5,9.8,3.1,3.1,39.0,25.2,65.9
2024-10-23,16.7,9.2,13.1,10.1,0.0,0.0,28.3,14.8,51.5
2024-10-24,18.3,10.2,13.9,12.6,0.0,0.0,9.9,6.6,19.1
2024-10-25,19.9,11.6,15.1,14.4,0.0,0.0,14.1,7.8,28.1
2024-10-26,19.0,12.4,15.4,15.3,0.0,0.0,12.6,6.7,28.8
2024-10-27,18.5,11.6,14.9,12.6,0.0,0.0,27.5,17.1,47.9
2024-10-28,17.4,8.9,12.7,9.6,0.0,0.0,23.2,16.0,41.0
2024-10-29,17.1,8.8,13.0,11.8,0.0,0.0,9.6,6.2,20.9
2024-10-30,19.6,10.6,14.5,13.5,0.0,0.0,10.2,7.0,19.8
2024-10-31,19.8,10.9,14.8,13.8,0.0,0.0,14.7,8.2,29.9
2024-11-01,19.9,11.1,15.3,13.5,0.0,0.0,20.5,14.2,36.7
2024-11-02,21.2,12.2,15.5,13.9,0.0,0.0,21.4,14.2,38.9
2024-11-03,20.6,12.4,16.5,16.4,0.0,0.0,14.4,8.3,27.4
2024-11-04,15.8,8.5,12.8,8.0,0.0,0.0,30.2,23.4,54.4
2024-11-05,12.9,5.5,9.1,5.5,0.0,0.0,15.5,11.7,28.1
2024-11-06,14.7,5.4,10.3,7.5,0.0,0.0,10.5,7.4,23.4
2024-11-07,16.2,7.2,12.1,10.1,0.0,0.0,12.1,6.5,24.5
2024-11-08,17.1,9.8,14.2,12.6,0.0,0.0,17.2,9.8,33.8
2024-11-09,18.6,14.4,16.5,14.7,0.0,0.0,18.6,13.4,36.4
2024-11-10,20.2,13.6,16.7,16.3,0.0,0.0,11.8,8.0,24.1
2024-11-11,17.8,11.9,14.9,15.0,0.1,0.1,11.5,6.2,24.5
2024-11-12,19.4,12.9,15.4,14.9,0.0,0.0,15.2,8.9,29.2
2024-11-13,18.0,15.2,16.9,15.7,0.0,0.0,17.6,13.3,37.8
2024-11-14,18.6,15.1,16.9,17.0,6.2,6.2,18.2,9.1,37.4
2024-11-15,19.0,13.9,16.0,16.5,0.0,0.0,11.8,6.0,23.8
2024-11-16,16.9,12.1,15.2,13.9,0.2,0.2,24.2,14.2,55.4
2024-11-17,12.1,7.4,10.4,6.1,0.0,0.0,20.9,16.0,51.1
2024-11-18,10.2,4.9,7.1,2.7,0.0,0.0,15.9,13.4,36.4
2024-11-19,9.9,4.0,6.9,3.7,0.0,0.0,14.1,6.0,29.9
2024-11-20,13.2,7.5,10.1,7.8,0.0,0.0,11.3,5.3,29.9
2024-11-21,15.1,6.9,10.5,7.6,0.0,0.0,17.1,10.1,36.7
2024-11-22,12.4,6.6,9.2,5.2,0.0,0.0,19.4,12.6,40.0
2024-11-23,10.9,3.5,7.3,3.3,0.0,0.0,13.1,10.4,28.8
2024-11-24,13.3,5.1,9.7,6.7,0.0,0.0,11.2,7.0,29.2
2024-11-25,13.9,5.9,11.0,7.4,8.9,8.9,31.9,18.2,65.9
2024-11-26,5.6,0.9,3.2,-3.3,0.0,0.0,30.1,22.7,64.4
2024-11-27,4.9,-0.5,2.4,-4.6,0.0,0.0,33.4,24.5,70.6
2024-11-28,6.7,3.0,5.0,-1.4,0.0,0.0,30.0,23.4,72.0
2024-11-29,13.0,3.5,7.9,3.3,0.0,0.0,22.4,14.1,55.1
2024-11-30,14.6,5.1,9.9,7.5,0.0,0.0,12.2,5.7,25.6
2024-12-01,14.3,10.5,12.7,9.9,0.0,0.0,17.7,12.5,42.5
2024-12-02,9.8,2.5,6.5,2.1,0.0,0.0,22.3,16.4,53.6
2024-12-03,7.3,0.7,4.1,0.2,0.0,0.0,12.4,7.7,26.6
2024-12-04,8.9,1.8,5.4,1.7,0.0,0.0,9.0,7.1,25.2
2024-12-05,10.4,2.9,6.2,2.5,0.0,0.0,18.0,9.2,44.3
2024-12-06,9.3,2.0,6.2,2.6,0.0,0.0,14.7,7.0,28.4
2024-12-07,6.4,0.9,3.4,-2.2,0.0,0.0,29.9,19.6,68.8
2024-12-08,5.8,-0.6,2.2,-3.3,0.0,0.0,22.9,15.0,51.5
2024-12-09,6.7,0.6,3.5,-0.3,0.0,0.0,8.1,6.0,23.4
2024-12-10,7.2,0.9,3.9,-0.2,0.0,0.0,13.0,9.8,29.5
2024-12-11,7.8,1.6,4.6,-0.1,0.0,0.0,18.4,14.6,40.7
2024-12-12,4.9,0.0,2.5,-1.4,0.0,0.0,14.2,8.2,31.0
2024-12-13,5.9,1.6,3.4,-1.9,0.0,0.0,30.6,19.1,71.3
2024-12-14,4.8,-0.6,2.2,-3.8,0.0,0.0,21.8,18.6,52.9
2024-12-15,6.9,0.8,3.3,-1.6,0.0,0.0,15.5,12.1,38.2
2024-12-16,7.6,-0.8,3.2,-0.3,0.0,0.0,7.2,4.0,14.4
2024-12-17,7.5,0.4,3.1,-1.6,0.0,0.0,21.2,12.7,47.5
2024-12-18,2.7,-0.6,0.6,-5.5,0.0,0.0,27.6,21.0,64.8
2024-12-19,2.8,-1.6,0.6,-3.4,0.0,0.0,15.9,8.0,37.8
2024-12-20,5.6,0.6,2.7,-1.8,0.0,0.0,19.1,10.7,40.7
2024-12-21,1.4,-1.0,0.2,-6.1,0.0,0.0,28.5,22.2,66.6
2024-12-22,4.3,-1.7,0.7,-4.1,0.0,0.0,15.7,11.1,37.1
2024-12-23,5.5,-0.8,1.6,-3.0,0.0,0.0,12.6,9.5,30.2
2024-12-24,4.6,-0.8,2.2,-1.4,0.0,0.0,10.3,6.4,22.0
2024-12-25,8.4,1.5,4.7,1.3,0.0,0.0,14.9,6.0,33.5
2024-12-26,3.3,-0.3,1.4,-4.1,0.0,0.0,19.8,16.8,48.6
2024-12-27,3.2,-1.4,0.2,-6.1,0.0,0.0,25.4,19.4,58.0
2024-12-28,5.3,-1.5,1.3,-4.4,0.0,0.0,22.3,14.9,50.0
2024-12-29,6.6,-0.4,3.8,-0.9,0.0,0.0,21.7,12.1,50.4
2024-12-30,7.8,0.9,4.2,-0.4,0.0,0.0,21.2,11.6,48.6
2024-12-31,7.1,-0.3,3.5,-0.6,0.0,0.0,15.4,9.6,35.6
2025-01-01,7.8,1.9,4.7,1.4,0.0,0.0,11.4,5.2,29.2
2025-01-02,6.9,0.3,3.3,-0.7,0.0,0.0,14.7,9.2,33.8
2025-01-03,5.6,-2.1,1.5,-2.4,0.0,0.0,11.7,6.2,30.6
2025-01-04,6.9,0.7,4.1,0.4,0.0,0.0,15.7,8.8,35.3
2025-01-05,9.1,1.2,4.9,1.6,0.0,0.0,15.7,8.2,36.0
2025-01-06,3.9,-0.3,1.7,-3.4,0.0,0.0,22.8,15.0,55.4
2025-01-07,6.1,-0.1,2.3,-2.8,0.0,0.0,21.0,12.4,51.1
2025-01-08,3.5,-2.2,0.7,-5.0,0.0,0.0,25.7,17.7,60.1
2025-01-09,-1.2,-4.6,-2.7,-9.8,0.0,0.0,33.2,25.0,77.8
2025-01-10,2.3,-5.6,-2.0,-7.3,0.0,0.0,20.9,12.4,50.0
2025-01-11,2.8,-3.3,0.0,-4.0,0.0,0.0,9.3,5.2,24.5
2025-01-12,4.5,-1.5,1.3,-3.0,0.0,0.0,12.0,8.5,31.3
2025-01-13,6.4,2.0,3.9,-0.4,0.0,0.0,19.3,12.4,45.7
2025-01-14,7.8,-0.3,2.3,-3.2,0.0,0.0,29.0,16.5,68.8
2025-01-15,1.5,-2.7,-0.5,-6.5,0.0,0.0,25.4,16.9,53.3
2025-01-16,5.6,-1.5,1.2,-3.6,0.0,0.0,14.4,9.6,32.0
2025-01-17,5.1,-1.9,1.7,-1.8,0.0,0.0,9.7,6.5,25.6
2025-01-18,7.2,1.1,4.6,1.1,0.0,0.0,16.2,9.6,38.9
2025-01-19,9.9,0.9,4.3,-0.0,0.0,0.0,15.9,10.1,38.5
2025-01-20,7.2,-0.8,2.9,-1.0,0.0,0.0,12.2,9.0,27.7
2025-01-21,8.1,2.2,4.8,1.9,0.0,0.0,10.5,6.5,27.7
2025-01-22,7.6,1.5,4.1,1.0,0.0,0.0,8.5,5.3,23.4
2025-01-23,7.3,-0.1,3.8,0.6,0.0,0.0,11.5,6.6,29.5
2025-01-24,8.8,1.9,5.1,2.0,0.0,0.0,9.8,6.3,22.7
2025-01-25,7.8,-0.1,3.5,-0.6,0.0,0.0,13.2,9.7,27.7
2025-01-26,3.1,-1.2,1.5,-3.3,0.6,0.1,30.0,14.4,70.6
2025-01-27,-1.2,-4.1,-2.6,-10.5,0.0,0.0,30.2,28.0,70.9
2025-01-28,-1.0,-5.0,-3.0,-10.1,0.0,0.0,26.6,23.0,63.4
2025-01-29,4.1,-5.2,0.2,-4.6,0.0,0.0,17.4,10.6,42.1
2025-01-30,7.2,3.7,5.4,1.6,0.0,0.0,17.4,12.4,41.4
2025-01-31,6.3,1.6,4.0,0.8,0.1,0.1,15.5,9.6,33.8
2025-02-01,6.4,0.6,3.3,-1.4,0.0,0.0,17.4,13.3,41.0
2025-02-02,4.8,-1.5,1.6,-2.8,0.0,0.0,21.5,11.3,50.0
2025-02-03,1.5,-2.4,-0.7,-6.7,0.0,0.0,29.9,18.9,70.6
2025-02-04,1.1,-3.1,-1.4,-6.9,0.0,0.0,19.1,13.1,45.7
2025-02-05,-0.9,-3.3,-1.9,-7.9,0.0,0.0,27.8,16.5,66.2
2025-02-06,6.5,-1.5,1.1,-4.3,0.0,0.0,22.4,12.8,51.8
2025-02-07,-2.2,-7.4,-5.7,-14.3,0.0,0.0,39.2,33.7,89.6
2025-02-08,-0.8,-6.5,-4.1,-10.5,0.0,0.0,23.5,19.4,51.5
2025-02-09,1.0,-6.6,-2.9,-7.5,0.0,0.0,10.7,6.7,30.6
2025-02-10,4.0,-2.8,1.3,-3.3,0.0,0.0,16.3,10.3,40.3
2025-02-11,7.5,3.5,5.5,1.1,3.8,3.8,25.7,17.7,52.6
2025-02-12,5.8,0.2,3.7,-1.6,1.4,1.4,31.9,19.6,74.5
2025-02-13,7.7,-1.4,3.4,-1.2,0.0,0.0,18.8,10.6,45.7
2025-02-14,7.8,0.6,4.5,0.4,0.0,0.0,17.1,10.5,41.4
2025-02-15,9.6,3.4,6.4,2.7,0.0,0.0,17.7,12.4,38.2
2025-02-16,9.9,-0.2,5.4,0.5,0.0,0.0,23.8,14.8,57.6
2025-02-17,6.8,-1.5,2.0,-2.5,0.0,0.0,15.1,9.8,40.0
2025-02-18,4.7,-2.2,1.7,-2.6,0.0,0.0,13.4,8.9,35.3
2025-02-19,4.1,-1.5,1.3,-2.7,0.0,0.0,12.2,6.2,32.8
2025-02-20,4.9,-0.8,1.9,-2.1,0.0,0.0,13.2,6.5,35.3
2025-02-21,4.6,-1.4,1.9,-1.9,0.1,0.0,18.3,8.2,41.8
2025-02-22,3.7,-1.9,0.8,-3.4,0.3,0.0,14.5,7.6,33.8
2025-02-23,3.6,-2.2,0.1,-5.0,0.0,0.0,26.5,12.8,64.1
2025-02-24,4.8,-3.0,1.0,-3.5,0.0,0.0,14.8,10.3,38.5
2025-02-25,8.3,2.7,5.1,1.1,0.0,0.0,16.6,12.1,41.0
2025-02-26,8.4,0.2,4.7,1.1,0.0,0.0,17.5,9.1,36.0
2025-02-27,9.2,5.4,6.9,3.4,0.0,0.0,19.9,14.8,47.9
2025-02-28,10.2,4.0,6.2,3.4,0.0,0.0,19.2,11.1,40.7
2025-03-01,10.8,5.1,8.2,5.5,22.7,22.7,27.0,13.7,55.1
2025-03-02,8.8,2.8,5.8,2.1,39.9,39.9,28.2,16.7,54.4
2025-03-03,7.4,1.5,4.1,-0.9,3.1,3.0,25.9,18.2,54.0
2025-03-04,6.2,1.3,3.6,-0.2,6.9,4.4,19.2,12.2,46.1
2025-03-05,7.7,1.9,4.1,0.9,0.1,0.1,11.7,7.9,29.5
2025-03-06,10.0,0.3,4.5,0.3,0.0,0.0,20.1,12.5,50.0
2025-03-07,5.3,-0.7,3.2,-0.5,0.0,0.0,12.1,9.4,30.2
2025-03-08,10.2,3.2,6.4,3.6,0.0,0.0,13.4,8.7,31.7
2025-03-09,8.7,5.0,6.6,3.4,0.0,0.0,14.4,12.0,35.6
2025-03-10,9.2,5.4,7.2,4.0,0.0,0.0,17.1,14.8,39.2
2025-03-11,9.9,6.1,7.7,5.0,0.0,0.0,18.0,13.1,41.4
2025-03-12,17.3,5.9,10.4,7.8,0.0,0.0,17.5,9.5,44.3
2025-03-13,11.8,5.2,8.1,5.1,0.0,0.0,12.0,7.5,29.9
2025-03-14,13.6,1.8,8.1,4.9,0.0,0.0,17.9,8.0,35.3
2025-03-15,12.9,3.2,8.3,3.8,0.8,0.6,25.5,14.3,52.9
2025-03-16,7.0,1.0,3.7,-2.5,0.1,0.0,31.0,21.7,81.7
2025-03-17,12.1,1.6,5.4,0.3,0.2,0.2,32.1,16.3,76.0
2025-03-18,6.2,0.2,2.9,-2.3,0.0,0.0,25.9,16.4,61.2
2025-03-19,12.2,0.9,6.9,3.2,0.0,0.0,21.2,10.8,43.2
2025-03-20,18.4,6.8,12.4,9.0,0.0,0.0,18.1,11.7,37.8
2025-03-21,23.2,9.4,16.2,12.6,0.0,0.0,20.9,11.8,38.9
2025-03-22,23.1,12.2,18.0,15.2,0.0,0.0,19.6,8.1,37.8
2025-03-23,23.7,12.7,17.7,13.6,0.0,0.0,21.0,13.5,38.9
2025-03-24,24.4,10.4,16.8,13.0,0.0,0.0,25.0,14.1,61.6
2025-03-25,22.0,8.9,15.5,10.7,0.0,0.0,29.6,19.3,69.5
2025-03-26,16.0,9.8,13.1,9.1,0.0,0.0,28.0,21.0,55.8
2025-03-27,13.9,6.6,10.9,5.2,0.0,0.0,29.7,23.5,69.5
2025-03-28,9.8,3.5,6.5,2.4,0.1,0.1,18.0,10.1,46.1
2025-03-29,9.9,2.8,6.1,1.2,0.0,0.0,22.7,14.8,56.9
2025-03-30,11.9,5.2,8.5,4.5,0.8,0.8,22.5,13.4,50.8
2025-03-31,14.0,5.9,9.6,5.6,0.0,0.0,25.6,15.1,54.7
2025-04-01,12.6,7.9,10.2,5.7,0.0,0.0,26.2,20.4,56.9
