date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_speed_10m_mean,wind_gusts_10m_max
2023-07-04,30.5,23.0,25.7,28.6,60.9,60.9,31.4,19.7,53.6
2023-07-05,31.9,20.4,26.8,28.8,0.0,0.0,30.5,17.5,49.0
2023-07-06,28.8,24.9,26.9,28.3,0.0,0.0,33.1,23.7,55.4
2023-07-07,28.0,23.6,25.7,28.8,0.0,0.0,26.2,19.2,54.4
2023-07-08,28.2,23.8,25.9,30.3,13.2,13.2,19.6,13.4,39.6
2023-07-09,31.0,23.0,26.8,31.8,0.0,0.0,16.0,9.5,30.6
2023-07-10,29.2,23.8,26.7,31.3,0.2,0.2,19.1,11.0,38.5
2023-07-11,31.6,24.5,26.5,30.7,0.0,0.0,29.3,13.7,53.3
2023-07-12,28.1,24.1,25.8,30.3,12.3,12.3,19.6,13.3,37.8
2023-07-13,31.7,24.0,27.4,32.5,25.2,25.2,18.6,13.0,42.8
2023-07-14,30.8,25.5,28.0,33.2,0.5,0.5,26.6,12.8,43.9
2023-07-15,32.0,25.5,28.6,31.3,0.0,0.0,18.8,12.1,31.3
2023-07-16,27.9,22.5,25.4,27.5,0.0,0.0,15.6,8.7,28.4
2023-07-17,29.4,22.2,25.9,28.7,0.1,0.1,20.1,11.5,39.2
2023-07-18,29.9,21.5,25.6,29.2,0.0,0.0,14.0,7.8,29.9
2023-07-19,28.0,21.8,24.9,28.9,0.0,0.0,17.0,8.1,34.9
2023-07-20,27.5,21.5,25.2,28.6,0.0,0.0,18.9,12.9,36.0
2023-07-21,27.8,24.3,26.1,28.5,1.6,1.6,27.8,20.8,53.6
2023-07-22,28.5,24.4,25.8,29.9,39.8,39.8,27.2,15.7,46.8
2023-07-23,29.6,23.6,26.8,32.2,0.1,0.1,13.8,7.3,31.7
2023-07-24,28.6,24.3,26.4,31.9,1.5,1.5,14.1,8.4,30.2
2023-07-25,29.2,25.1,27.1,32.7,0.9,0.9,14.8,11.4,32.4
2023-07-26,27.6,24.7,26.0,30.3,7.1,7.1,20.5,14.4,38.2
2023-07-27,29.0,23.0,26.5,30.7,12.2,12.2,26.2,15.0,47.9
2023-07-28,28.6,26.0,27.1,30.4,5.2,5.2,25.8,21.0,47.5
2023-07-29,29.5,25.9,27.5,29.9,4.5,4.5,34.5,30.0,58.7
2023-07-30,29.2,27.0,27.8,29.6,1.0,1.0,39.0,35.3,69.8
2023-07-31,28.8,26.5,27.7,30.7,0.7,0.7,31.1,25.8,54.0
2023-08-01,29.1,25.9,27.3,31.8,0.2,0.2,18.8,15.9,35.6
2023-08-02,29.0,25.5,27.1,32.0,0.0,0.0,16.9,13.6,33.5
2023-08-03,29.0,25.9,27.4,32.1,0.0,0.0,20.6,16.5,39.2
2023-08-04,29.8,26.1,27.9,33.2,0.0,0.0,19.6,15.0,39.6
2023-08-05,30.6,26.2,28.3,34.2,0.0,0.0,21.3,12.1,42.1
2023-08-06,30.1,23.3,27.1,31.0,7.9,7.9,23.1,12.0,40.0
2023-08-07,31.1,21.2,25.7,27.4,0.0,0.0,20.5,14.2,40.0
2023-08-08,30.9,21.2,25.9,29.0,0.0,0.0,16.2,11.4,32.4
2023-08-09,32.8,22.8,27.4,30.7,0.0,0.0,18.6,13.2,34.9
2023-08-10,34.0,23.9,28.3,29.2,0.0,0.0,27.3,20.9,50.8
2023-08-11,32.0,23.7,27.4,30.0,0.0,0.0,24.3,14.4,43.2
2023-08-12,30.4,25.4,28.2,32.8,2.9,2.9,24.5,15.7,45.7
2023-08-13,29.0,24.4,26.7,30.1,1.3,1.3,19.8,13.3,38.2
2023-08-14,31.0,23.5,27.0,30.4,0.1,0.1,18.6,12.7,37.1
2023-08-15,30.7,23.6,27.1,31.5,0.5,0.5,20.6,8.7,41.4
2023-08-16,32.2,24.3,27.8,32.2,0.0,0.0,18.5,8.4,36.4
2023-08-17,32.0,24.8,27.8,32.4,0.2,0.2,16.6,7.6,36.4
2023-08-18,30.7,25.0,28.0,32.6,0.1,0.1,19.2,12.3,38.2
2023-08-19,30.6,26.0,28.2,33.1,0.0,0.0,17.6,11.4,36.4
2023-08-20,30.8,26.6,28.4,32.8,0.1,0.1,20.2,13.0,39.6
2023-08-21,28.8,24.0,26.2,30.7,30.2,30.2,18.4,11.7,32.4
2023-08-22,31.5,23.8,26.6,30.5,6.2,6.2,20.8,11.5,40.7
2023-08-23,30.6,22.0,25.5,28.4,0.0,0.0,18.8,11.4,34.2
2023-08-24,29.0,21.3,25.3,27.6,0.0,0.0,12.0,8.2,23.0
2023-08-25,30.8,21.6,25.7,28.4,0.0,0.0,16.8,11.3,33.5
2023-08-26,28.5,22.0,25.3,28.3,5.2,5.2,16.9,8.8,34.9
2023-08-27,23.1,20.5,21.7,23.0,41.8,41.8,18.9,15.8,34.2
2023-08-28,23.9,18.6,21.5,19.7,109.8,109.8,43.6,33.9,74.9
2023-08-29,27.9,20.9,24.0,24.2,0.0,0.0,27.4,20.4,51.5
2023-08-30,28.2,19.8,23.6,24.8,0.3,0.3,18.0,10.2,35.6
2023-08-31,27.5,19.7,24.2,26.4,0.0,0.0,16.6,9.4,31.3
2023-09-01,29.7,21.4,25.3,28.5,0.0,0.0,15.3,9.2,31.7
2023-09-02,27.7,21.7,24.4,27.3,0.0,0.0,15.3,7.2,29.2
2023-09-03,26.9,20.8,24.2,26.9,0.0,0.0,13.0,7.8,26.6
2023-09-04,28.5,21.0,24.4,27.3,0.0,0.0,13.3,6.7,25.9
2023-09-05,29.2,20.7,24.6,28.4,0.0,0.0,12.3,6.9,25.9
2023-09-06,31.1,21.0,25.2,28.3,0.0,0.0,16.4,10.0,32.4
2023-09-07,27.8,20.6,23.9,27.7,0.0,0.0,18.2,7.0,33.5
2023-09-08,27.1,22.2,24.7,28.3,0.0,0.0,14.8,8.9,30.6
2023-09-09,27.1,22.3,25.0,27.7,0.0,0.0,18.0,11.1,35.3
2023-09-10,27.2,22.0,24.7,27.3,1.6,1.6,15.0,9.4,31.3
2023-09-11,27.5,22.6,24.9,28.3,1.9,1.9,14.1,7.6,30.2
2023-09-12,25.1,21.6,23.1,26.6,12.5,12.5,13.6,6.3,26.3
2023-09-13,26.6,20.6,23.1,24.8,3.7,3.7,14.6,10.4,25.6
2023-09-14,27.7,17.1,22.4,22.9,0.0,0.0,14.7,10.2,25.9
2023-09-15,26.4,18.6,22.6,24.8,0.0,0.0,13.7,6.2,28.4
2023-09-16,26.4,18.9,23.1,25.5,0.0,0.0,13.5,7.2,26.6
2023-09-17,26.8,19.5,23.6,26.1,0.0,0.0,17.7,10.0,33.1
2023-09-18,28.3,23.0,25.6,29.0,0.0,0.0,18.8,12.9,37.4
2023-09-19,27.2,22.4,24.6,28.3,47.5,47.5,18.2,12.6,33.5
2023-09-20,26.5,19.4,22.4,20.7,14.4,14.4,34.4,26.9,62.3
2023-09-21,25.4,18.5,21.4,20.4,0.0,0.0,19.7,12.6,36.4
2023-09-22,26.4,17.0,21.4,22.6,0.0,0.0,10.0,6.5,18.7
2023-09-23,23.9,19.0,21.5,22.5,0.0,0.0,16.3,9.9,34.2
2023-09-24,23.4,19.1,21.2,22.8,4.5,4.5,18.7,8.3,32.4
2023-09-25,24.4,18.5,20.7,21.1,6.3,6.3,20.9,17.0,39.6
2023-09-26,25.3,19.2,21.8,22.4,0.0,0.0,16.2,13.6,31.0
2023-09-27,25.0,17.7,21.6,23.2,0.0,0.0,13.5,7.3,22.7
2023-09-28,26.5,18.2,22.0,22.5,0.0,0.0,16.6,11.9,32.8
2023-09-29,24.1,19.6,21.9,22.2,0.2,0.2,19.4,8.5,32.4
2023-09-30,25.9,17.2,20.5,19.9,0.0,0.0,27.0,15.4,48.6
2023-10-01,24.4,13.9,19.5,18.7,0.0,0.0,11.5,9.4,24.5
2023-10-02,24.2,15.0,20.2,19.9,0.0,0.0,11.3,7.0,21.6
2023-10-03,22.5,18.8,20.6,21.5,0.0,0.0,15.4,6.4,31.3
2023-10-04,26.0,15.9,20.6,20.1,0.0,0.0,23.4,14.1,41.8
2023-10-05,21.3,14.7,17.8,14.9,0.0,0.0,21.0,14.1,37.1
2023-10-06,20.5,15.1,17.8,16.1,0.0,0.0,15.9,8.6,26.6
2023-10-07,22.2,12.4,17.7,16.8,0.0,0.0,11.3,7.2,24.5
2023-10-08,22.5,14.4,19.4,19.4,0.0,0.0,11.2,6.3,22.0
2023-10-09,24.0,15.8,19.3,17.5,0.0,0.0,22.4,16.3,41.0
2023-10-10,22.8,13.7,18.1,16.6,0.0,0.0,18.3,13.3,34.2
2023-10-11,23.1,13.4,18.2,17.3,0.0,0.0,14.2,9.0,27.7
2023-10-12,22.9,13.7,18.6,18.3,0.0,0.0,10.5,5.4,20.2
2023-10-13,22.7,15.6,19.0,18.7,0.1,0.1,20.9,7.8,39.2
2023-10-14,22.4,13.8,17.6,15.7,0.0,0.0,23.7,13.6,44.3
2023-10-15,23.5,12.5,17.7,16.6,0.0,0.0,15.0,7.4,25.9
2023-10-16,21.4,13.0,16.6,14.0,0.0,0.0,16.1,10.4,27.7
2023-10-17,22.4,12.4,18.7,18.2,0.0,0.0,20.2,11.5,37.1
2023-10-18,22.5,18.7,21.2,21.2,0.2,0.2,26.6,18.1,49.3
2023-10-19,23.2,16.6,19.2,17.3,0.4,0.4,26.6,15.4,48.2
2023-10-20,17.1,12.2,14.7,10.2,0.0,0.0,27.1,19.6,47.5
2023-10-21,20.1,9.6,14.9,11.9,0.0,0.0,14.8,10.6,27.4
2023-10-22,21.0,12.6,17.3,15.0,0.0,0.0,22.8,12.1,41.8
2023-10-23,20.7,12.1,17.6,15.3,0.0,0.0,19.5,13.0,37.8
2023-10-24,22.5,15.1,19.4,18.6,0.0,0.0,20.2,13.7,36.7
2023-10-25,23.5,15.9,20.1,20.9,0.0,0.0,16.6,9.1,31.7
2023-10-26,24.9,13.5,18.9,16.7,0.0,0.0,20.4,15.3,37.4
2023-10-27,20.5,9.9,15.5,13.4,0.0,0.0,15.1,10.2,29.2
2023-10-28,22.2,13.6,18.2,17.7,0.0,0.0,16.2,7.6,31.3
2023-10-29,21.9,13.4,18.7,17.8,0.0,0.0,20.3,13.2,39.2
2023-10-30,21.6,17.2,19.8,19.7,0.0,0.0,21.3,15.9,40.7
2023-10-31,22.5,19.1,21.0,20.2,0.0,0.0,25.7,21.8,47.5
2023-11-01,24.6,19.0,21.8,21.5,0.0,0.0,22.7,15.8,36.7
2023-11-02,22.8,19.5,21.3,20.2,0.0,0.0,26.0,21.0,47.9
2023-11-03,21.4,15.0,18.8,17.2,0.2,0.2,22.4,12.8,41.4
2023-11-04,19.9,13.2,16.6,15.4,0.0,0.0,16.9,9.4,29.5
2023-11-05,21.0,14.9,18.2,17.0,22.6,22.6,43.5,20.8,73.4
2023-11-06,14.3,7.7,10.6,3.3,0.0,0.0,42.4,34.1,78.8
2023-11-07,14.1,5.8,10.0,6.3,0.0,0.0,18.9,10.9,33.1
2023-11-08,19.1,14.4,17.4,14.6,0.0,0.0,27.0,20.7,49.7
2023-11-09,17.5,7.2,12.8,9.2,0.0,0.0,39.6,21.5,71.3
2023-11-10,9.8,4.4,6.9,1.7,0.0,0.0,22.1,18.3,41.4
2023-11-11,6.8,3.2,5.1,0.5,0.6,0.6,21.0,15.9,37.8
2023-11-12,8.2,2.6,4.6,-1.6,0.6,0.5,34.9,25.0,65.9
2023-11-13,8.4,1.4,4.6,0.2,0.0,0.0,17.1,12.5,33.8
2023-11-14,9.4,1.4,5.2,1.9,0.0,0.0,8.6,5.5,17.6
2023-11-15,11.9,2.2,8.1,5.2,0.0,0.0,10.9,6.9,21.6
2023-11-16,11.4,6.5,8.9,3.7,0.0,0.0,37.2,21.7,67.7
2023-11-17,7.9,4.8,6.4,-0.8,0.0,0.0,39.5,29.8,71.6
2023-11-18,11.1,2.5,7.4,2.5,0.0,0.0,24.9,15.1,44.6
2023-11-19,15.4,5.2,10.4,6.8,0.0,0.0,19.0,12.0,34.2
2023-11-20,14.9,3.2,10.4,7.2,0.0,0.0,21.1,13.3,36.7
2023-11-21,16.1,13.5,14.7,12.2,0.0,0.0,21.3,19.6,40.7
2023-11-22,17.3,9.3,14.3,12.6,0.3,0.3,21.3,13.9,38.2
2023-11-23,9.8,2.5,6.2,-0.3,0.0,0.0,43.9,28.7,80.3
2023-11-24,4.1,0.5,2.3,-2.7,0.0,0.0,26.9,14.5,50.4
2023-11-25,10.9,-0.4,5.4,0.7,0.0,0.0,21.6,15.4,37.8
2023-11-26,11.1,8.3,9.4,7.2,3.3,3.3,18.7,9.5,32.8
2023-11-27,11.4,5.4,7.9,4.3,0.0,0.0,21.5,14.1,36.4
2023-11-28,7.1,0.8,4.3,-0.2,0.0,0.0,23.5,12.5,45.0
2023-11-29,6.3,-0.2,3.7,-2.2,0.1,0.1,32.7,21.6,59.8
2023-11-30,3.2,-1.5,0.5,-5.8,0.0,0.0,29.9,21.0,54.7
2023-12-01,4.7,-1.3,1.2,-4.2,0.0,0.0,22.0,14.9,42.8
2023-12-02,9.4,-1.3,3.7,-0.5,0.0,0.0,13.6,9.1,24.8
2023-12-03,8.6,-1.3,4.3,0.7,0.0,0.0,11.9,8.8,23.0
2023-12-04,11.2,5.3,8.5,4.7,0.0,0.0,23.1,14.8,42.8
2023-12-05,12.3,1.5,8.1,5.4,0.0,0.0,13.6,8.8,25.9
2023-12-06,10.3,3.6,7.4,2.3,0.0,0.0,36.2,18.9,64.4
2023-12-07,13.3,2.8,10.0,5.7,0.0,0.0,26.7,19.4,48.6
2023-12-08,17.0,9.7,12.9,10.1,0.0,0.0,19.5,13.6,34.2
2023-12-09,14.8,6.4,10.1,7.2,0.0,0.0,17.1,10.5,28.1
2023-12-10,7.8,2.8,5.2,-0.7,0.0,0.0,27.3,21.5,50.4
2023-12-11,3.3,0.6,1.8,-5.4,7.2,5.9,39.4,31.7,66.6
2023-12-12,4.2,-0.6,1.4,-4.5,0.0,0.0,34.5,22.3,59.0
2023-12-13,7.5,-0.2,3.8,-0.4,2.7,2.7,18.9,14.9,33.5
2023-12-14,7.8,3.0,6.3,2.6,9.0,9.0,30.7,16.7,53.3
2023-12-15,2.6,-3.1,0.1,-8.1,1.0,0.5,43.2,37.8,76.7
2023-12-16,-2.8,-7.9,-5.6,-14.3,0.0,0.0,42.1,35.6,73.8
2023-12-17,-2.4,-7.6,-5.4,-12.2,0.0,0.0,31.5,21.7,55.4
2023-12-18,-0.1,-5.8,-3.0,-7.4,0.0,0.0,12.6,6.6,22.3
2023-12-19,1.2,-4.3,-1.5,-7.6,0.0,0.0,28.8,19.5,51.8
2023-12-20,-3.8,-8.2,-5.7,-13.0,0.8,0.0,32.3,26.0,58.0
2023-12-21,-6.4,-9.9,-8.1,-16.5,0.0,0.0,35.1,31.9,64.1
2023-12-22,-2.4,-8.0,-5.6,-12.0,0.0,0.0,26.5,19.2,48.6
2023-12-23,1.5,-6.4,-2.9,-7.5,0.0,0.0,14.5,7.6,24.8
2023-12-24,1.2,-5.3,-2.9,-8.3,0.0,0.0,17.6,13.6,35.6
2023-12-25,2.4,-4.3,-0.9,-5.2,0.0,0.0,11.4,8.3,23.4
2023-12-26,6.3,-1.1,2.4,-1.3,0.0,0.0,11.6,7.8,21.2
2023-12-27,6.8,-1.2,2.0,-1.4,0.0,0.0,9.2,7.2,20.2
2023-12-28,6.4,-1.5,1.2,-2.5,0.0,0.0,14.0,9.7,29.5
2023-12-29,5.7,-2.3,2.0,-1.0,0.4,0.4,9.7,6.3,19.1
2023-12-30,8.4,2.2,5.6,1.9,0.3,0.3,30.4,14.8,52.2
2023-12-31,3.4,-1.8,1.1,-5.5,0.0,0.0,33.7,27.4,59.0
2024-01-01,1.9,-3.6,-0.7,-4.8,0.0,0.0,22.0,9.8,40.3
2024-01-02,5.4,-2.2,1.0,-2.5,0.0,0.0,9.9,7.1,20.2
2024-01-03,5.1,-2.8,0.8,-4.1,0.0,0.0,24.0,13.6,46.1
2024-01-04,5.9,0.5,3.9,-0.7,0.0,0.0,27.9,17.9,51.1
2024-01-05,8.6,-0.6,2.7,-1.2,0.0,0.0,15.5,10.1,28.1
2024-01-06,5.8,-2.7,0.3,-4.8,0.0,0.0,26.1,15.3,47.5
2024-01-07,2.2,-4.2,-1.8,-6.8,0.0,0.0,20.5,13.4,40.3
2024-01-08,5.1,-5.4,1.1,-3.0,0.0,0.0,21.4,9.9,40.7
2024-01-09,5.7,-1.5,3.7,-0.5,0.2,0.2,24.5,13.2,43.2
2024-01-10,3.6,-3.5,0.1,-5.1,0.0,0.0,23.1,15.7,40.0
2024-01-11,7.5,-0.8,2.4,-1.6,0.0,0.0,15.5,10.5,28.8
2024-01-12,7.6,-2.1,2.2,-1.0,0.0,0.0,12.5,6.7,26.3
2024-01-13,7.5,0.6,4.7,1.4,0.0,0.0,20.8,11.9,38.5
2024-01-14,5.9,-3.3,2.3,-3.7,0.5,0.5,33.2,23.8,60.1
2024-01-15,3.2,-4.3,-1.2,-6.0,0.0,0.0,20.5,11.0,37.1
2024-01-16,4.8,-2.5,2.1,-1.6,0.2,0.0,14.3,6.8,24.1
2024-01-17,7.3,3.7,5.4,1.9,8.0,7.7,20.0,14.6,34.6
2024-01-18,5.3,-0.1,3.2,-1.8,0.0,0.0,22.1,19.7,40.3
2024-01-19,3.8,-2.4,0.9,-4.6,0.4,0.4,22.7,19.7,41.4
2024-01-20,3.0,-1.1,1.3,-4.8,2.2,0.3,30.9,25.2,56.5
2024-01-21,-0.8,-6.1,-3.0,-10.8,0.0,0.0,34.1,31.4,60.1
2024-01-22,-4.9,-7.2,-6.0,-14.2,0.0,0.0,36.1,31.2,65.2
2024-01-23,-2.8,-7.1,-4.9,-12.2,0.0,0.0,30.3,25.0,56.2
2024-01-24,2.7,-4.2,-2.0,-8.0,0.0,0.0,22.6,17.7,39.2
2024-01-25,3.8,-4.8,-1.1,-5.2,0.0,0.0,11.6,7.3,20.2
2024-01-26,5.3,-3.5,0.8,-3.6,0.0,0.0,15.6,8.8,31.0
2024-01-27,4.6,-3.9,-0.7,-5.2,0.0,0.0,12.2,10.1,24.5
2024-01-28,4.1,-4.4,-0.7,-4.7,0.0,0.0,12.2,7.5,23.0
2024-01-29,6.2,-1.5,2.5,-1.5,0.0,0.0,16.6,12.4,33.8
2024-01-30,8.4,3.5,5.7,1.7,0.0,0.0,20.9,15.9,39.2
2024-01-31,6.8,-1.5,4.0,0.2,1.9,1.3,26.6,14.1,47.2
2024-02-01,-0.6,-5.7,-3.4,-10.5,1.7,0.0,29.5,26.0,52.9
2024-02-02,1.6,-5.6,-2.5,-8.8,0.0,0.0,24.2,19.8,45.0
2024-02-03,3.1,-3.5,-0.8,-6.3,0.0,0.0,20.0,16.8,37.1
2024-02-04,2.3,-3.9,-1.1,-6.8,4.1,0.0,24.9,18.0,43.2
2024-02-05,0.6,-3.7,-1.8,-8.6,2.5,0.1,34.5,27.6,63.0
2024-02-06,3.8,-4.2,-1.3,-7.0,0.0,0.0,22.5,17.8,42.1
2024-02-07,4.1,-4.9,-1.2,-6.2,0.0,0.0,20.4,13.8,37.8
2024-02-08,3.8,-4.3,-1.2,-5.4,0.0,0.0,12.1,9.6,26.3
2024-02-09,5.8,-3.5,1.5,-2.4,0.0,0.0,19.8,9.6,36.0
2024-02-10,8.7,-1.7,2.4,-1.7,0.0,0.0,14.1,9.4,26.3
2024-02-11,10.2,-3.5,2.8,-0.6,0.0,0.0,11.4,7.4,19.8
2024-02-12,8.4,2.8,5.6,1.4,0.0,0.0,24.5,17.2,46.1
2024-02-13,9.1,4.4,6.8,3.0,0.0,0.0,20.2,15.7,39.2
2024-02-14,13.1,5.2,8.5,5.5,0.5,0.5,28.8,12.6,51.5
2024-02-15,6.5,-1.2,2.5,-3.9,3.6,1.1,32.6,23.7,59.4
2024-02-16,5.8,-3.3,2.5,-2.6,0.0,0.0,27.7,17.7,51.8
2024-02-17,7.8,3.5,5.7,0.7,0.0,0.0,26.7,23.3,49.0
2024-02-18,10.9,6.2,8.2,4.9,0.5,0.5,25.0,18.4,44.3
2024-02-19,8.1,-1.4,3.7,-3.1,0.8,0.1,41.3,30.2,73.8
2024-02-20,-0.1,-3.2,-1.8,-8.9,4.5,3.1,32.8,26.0,56.2
2024-02-21,-2.1,-3.8,-3.2,-11.0,8.6,0.3,39.4,32.9,70.6
2024-02-22,0.4,-4.3,-2.6,-9.8,0.0,0.0,33.5,27.1,67.7
2024-02-23,2.8,-4.4,-1.5,-7.5,0.0,0.0,27.7,19.7,47.9
2024-02-24,0.0,-3.0,-1.6,-6.7,1.6,0.0,21.0,15.4,38.9
2024-02-25,6.2,-3.5,0.3,-5.2,0.0,0.0,23.0,18.2,44.6
2024-02-26,6.1,-2.3,1.0,-5.0,0.0,0.0,24.6,19.1,46.4
2024-02-27,3.6,-3.8,0.1,-4.1,0.0,0.0,15.0,9.7,32.8
2024-02-28,8.4,-1.6,3.4,-0.4,0.0,0.0,16.6,7.1,27.4
2024-02-29,4.7,-2.8,1.9,-4.1,2.7,0.1,24.5,20.8,45.0
2024-03-01,2.0,-4.6,-1.8,-7.3,0.0,0.0,28.2,15.2,52.9
2024-03-02,7.8,-0.6,3.6,-1.4,0.0,0.0,27.6,17.7,51.5
2024-03-03,9.1,-0.3,5.1,1.7,0.0,0.0,17.7,10.5,35.6
2024-03-04,8.7,4.3,6.2,2.2,1.8,1.8,24.3,17.5,46.4
2024-03-05,7.5,2.4,6.0,1.6,3.5,3.5,23.7,17.0,39.6
2024-03-06,9.9,0.6,4.0,-1.5,0.0,0.0,23.6,16.2,42.1
2024-03-07,6.3,-2.8,1.9,-1.8,0.4,0.4,18.8,8.2,38.5
2024-03-08,9.2,-0.8,3.4,-1.1,0.0,0.0,21.9,13.7,43.2
2024-03-09,6.2,-3.7,2.2,-2.0,0.0,0.0,19.8,11.2,40.0
2024-03-10,7.3,2.6,5.0,0.6,0.0,0.0,25.0,18.2,46.4
2024-03-11,9.1,5.0,6.9,3.5,3.3,3.3,19.5,14.6,39.6
2024-03-12,12.4,2.2,7.1,1.9,0.0,0.0,25.9,19.3,49.7
2024-03-13,10.6,1.2,6.5,2.1,0.0,0.0,26.9,15.7,50.4
2024-03-14,12.1,3.5,7.2,4.0,0.0,0.0,18.8,11.1,36.0
2024-03-15,10.9,2.5,6.2,3.2,0.0,0.0,18.0,11.9,36.7
2024-03-16,10.9,5.1,7.7,4.8,0.3,0.3,18.2,13.9,36.7
2024-03-17,12.1,3.2,8.1,2.8,0.1,0.1,34.6,19.3,59.0
2024-03-18,9.0,1.1,6.2,1.8,0.0,0.0,28.4,15.9,48.2
2024-03-19,12.6,6.2,9.0,2.9,3.9,3.5,31.9,22.8,58.0
2024-03-20,10.9,1.7,6.0,1.2,0.0,0.0,26.1,14.1,44.3
2024-03-21,9.4,3.7,6.9,2.2,0.0,0.0,34.3,22.1,56.9
2024-03-22,17.5,8.5,12.3,8.4,0.0,0.0,27.4,18.1,44.3
2024-03-23,15.3,5.0,10.2,6.8,0.0,0.0,24.3,13.0,45.4
2024-03-24,17.6,8.9,12.8,9.7,0.0,0.0,17.3,10.2,34.9
2024-03-25,10.8,4.1,8.2,4.3,10.0,10.0,25.8,19.1,45.0
2024-03-26,14.1,2.9,7.4,3.2,0.2,0.2,24.3,16.8,42.1
2024-03-27,9.6,6.8,8.1,3.9,0.9,0.9,25.9,20.4,43.6
2024-03-28,16.4,7.1,10.5,8.3,0.0,0.0,24.5,12.3,39.2
2024-03-29,18.4,9.1,13.7,9.3,3.6,3.6,29.7,20.3,53.3
2024-03-30,20.9,8.3,13.0,8.4,0.0,0.0,32.0,19.0,59.8
2024-03-31,12.1,6.7,8.9,5.0,0.0,0.0,22.5,16.7,43.9
2024-04-01,12.8,6.8,9.5,6.0,0.0,0.0,26.1,18.2,47.5
2024-04-02,13.9,8.0,11.1,8.6,1.1,1.1,20.6,16.9,35.3
2024-04-03,18.5,9.8,13.2,8.4,9.1,9.1,32.6,23.3,55.1
2024-04-04,19.6,8.0,12.5,8.0,0.0,0.0,25.6,16.2,47.2
2024-04-05,14.3,5.2,9.5,5.8,0.0,0.0,18.7,12.2,36.7
2024-04-06,14.3,8.2,10.9,7.9,0.0,0.0,21.9,12.8,41.4
2024-04-07,16.0,7.8,10.9,8.8,0.0,0.0,18.6,12.1,37.1
2024-04-08,17.0,7.8,11.9,10.1,0.0,0.0,17.2,8.9,37.1
2024-04-09,15.1,6.8,10.9,7.5,0.0,0.0,19.6,12.1,37.4
2024-04-10,14.2,8.4,11.2,7.8,0.0,0.0,23.4,17.7,41.4
2024-04-11,14.8,10.0,12.0,9.2,0.0,0.0,23.4,18.8,41.4
2024-04-12,13.1,9.4,11.3,8.9,0.0,0.0,20.1,16.4,39.6
2024-04-13,14.9,10.3,11.8,9.6,0.0,0.0,19.9,17.0,37.4
2024-04-14,14.9,9.6,12.3,9.8,23.3,23.3,27.9,19.9,51.1
2024-04-15,22.1,13.1,15.4,14.3,0.5,0.5,20.2,14.2,38.5
2024-04-16,22.9,9.8,14.8,13.3,0.0,0.0,17.3,9.5,32.4
2024-04-17,16.2,8.9,12.2,10.0,0.0,0.0,15.6,9.8,32.4
2024-04-18,19.2,8.6,13.3,12.0,0.0,0.0,16.2,9.6,32.8
2024-04-19,17.5,11.6,14.0,11.6,0.2,0.2,20.5,14.3,37.1
2024-04-20,18.9,10.7,14.6,12.7,0.2,0.2,22.0,12.2,36.7
2024-04-21,19.1,9.4,13.6,12.3,0.0,0.0,18.1,10.0,35.6
2024-04-22,16.8,10.4,13.2,11.8,0.0,0.0,18.5,12.3,38.2
2024-04-23,15.1,11.2,12.9,11.3,4.7,4.7,22.0,14.2,42.5
2024-04-24,24.0,10.7,14.7,11.9,0.0,0.0,26.0,18.4,45.4
2024-04-25,18.0,12.1,14.9,12.5,0.0,0.0,22.7,17.9,41.4
2024-04-26,17.5,12.2,14.4,12.3,0.0,0.0,23.0,17.3,44.6
2024-04-27,16.5,11.6,13.6,12.1,0.0,0.0,18.8,15.3,36.0
2024-04-28,18.2,11.4,14.6,13.6,0.0,0.0,17.7,11.0,33.8
2024-04-29,24.3,11.4,16.5,14.0,0.0,0.0,31.5,17.1,53.6
2024-04-30,19.5,10.2,14.3,9.7,0.0,0.0,30.2,19.8,53.3
2024-05-01,24.2,10.2,16.5,13.6,0.0,0.0,24.8,12.7,43.2
2024-05-02,25.0,10.4,15.7,13.9,0.0,0.0,20.5,9.7,38.5
2024-05-03,18.4,11.2,14.1,13.1,0.0,0.0,14.7,10.7,31.7
2024-05-04,18.5,11.8,14.9,13.3,3.7,3.7,19.0,12.1,37.4
2024-05-05,16.0,13.4,14.6,13.1,15.8,15.8,18.7,13.4,36.7
2024-05-06,19.9,13.4,16.2,14.4,0.1,0.1,25.8,15.0,49.7
2024-05-07,24.3,12.7,17.8,15.4,0.0,0.0,31.2,16.4,57.2
2024-05-08,22.9,11.1,16.2,14.1,0.0,0.0,23.7,12.8,43.2
2024-05-09,21.6,13.1,17.0,14.7,0.0,0.0,26.5,17.1,47.5
2024-05-10,18.5,14.4,16.6,14.0,0.0,0.0,31.4,24.0,53.6
2024-05-11,22.1,12.1,17.3,16.2,10.4,10.4,32.0,13.1,53.6
2024-05-12,22.5,10.8,16.0,14.6,0.0,0.0,22.5,9.8,41.4
2024-05-13,21.5,13.6,17.1,15.9,0.0,0.0,21.2,11.4,36.4
2024-05-14,21.4,14.7,18.1,16.3,0.0,0.0,25.3,19.4,46.8
2024-05-15,21.8,14.3,18.2,13.5,5.5,5.5,39.2,23.9,70.6
2024-05-16,25.0,13.1,19.4,16.7,0.0,0.0,32.6,17.3,52.2
